time,price,size
2024-12-30 14:43:16+00:00,2.77,0.0
2024-12-30 14:43:16+00:00,2.765,0.0
2024-12-30 14:43:16+00:00,2.77,0.0
2024-12-30 14:43:16+00:00,2.765,0.0
2024-12-30 14:43:16+00:00,2.775,0.0
2024-12-30 14:43:16+00:00,2.765,0.0
2024-12-30 14:43:16+00:00,2.76,0.0
2024-12-30 14:43:16+00:00,2.765,0.0
2024-12-30 14:43:16+00:00,2.755,0.0
2024-12-30 14:43:16+00:00,2.745,0.0
2024-12-30 14:43:17+00:00,2.75,0.0
2024-12-30 14:43:17+00:00,2.755,0.0
2024-12-30 14:43:17+00:00,2.76,0.0
2024-12-30 14:43:17+00:00,2.765,0.0
2024-12-30 14:43:17+00:00,2.775,0.0
2024-12-30 14:43:17+00:00,2.765,0.0
2024-12-30 14:43:17+00:00,2.775,0.0
2024-12-30 14:43:17+00:00,2.785,0.0
2024-12-30 14:43:17+00:00,2.78,0.0
2024-12-30 14:43:17+00:00,2.785,0.0
2024-12-30 14:43:17+00:00,2.78,0.0
2024-12-30 14:43:17+00:00,2.785,0.0
2024-12-30 14:43:17+00:00,2.78,0.0
2024-12-30 14:43:17+00:00,2.785,0.0
2024-12-30 14:43:17+00:00,2.78,0.0
2024-12-30 14:43:17+00:00,2.785,0.0
2024-12-30 14:43:17+00:00,2.79,0.0
2024-12-30 14:43:17+00:00,2.795,0.0
2024-12-30 14:43:17+00:00,2.8,0.0
2024-12-30 14:43:17+00:00,2.81,0.0
2024-12-30 14:43:17+00:00,2.825,0.0
2024-12-30 14:43:17+00:00,2.81,0.0
2024-12-30 14:43:18+00:00,2.82,0.0
2024-12-30 14:43:18+00:00,2.825,0.0
2024-12-30 14:43:18+00:00,2.83,0.0
2024-12-30 14:43:18+00:00,2.835,0.0
2024-12-30 14:43:18+00:00,2.84,0.0
2024-12-30 14:43:18+00:00,2.845,0.0
2024-12-30 14:43:18+00:00,2.85,0.0
2024-12-30 14:43:18+00:00,2.845,0.0
2024-12-30 14:43:18+00:00,2.84,0.0
2024-12-30 14:43:19+00:00,2.835,0.0
2024-12-30 14:43:19+00:00,2.83,0.0
2024-12-30 14:43:19+00:00,2.835,0.0
2024-12-30 14:43:19+00:00,2.815,0.0
2024-12-30 14:43:19+00:00,2.835,0.0
2024-12-30 14:43:19+00:00,2.825,0.0
2024-12-30 14:43:19+00:00,2.835,0.0
2024-12-30 14:43:19+00:00,2.825,0.0
2024-12-30 14:43:19+00:00,2.835,0.0
2024-12-30 14:43:19+00:00,2.83,0.0
2024-12-30 14:43:19+00:00,2.84,0.0
2024-12-30 14:43:19+00:00,2.835,0.0
2024-12-30 14:43:19+00:00,2.825,0.0
2024-12-30 14:43:19+00:00,2.82,0.0
2024-12-30 14:43:19+00:00,2.815,0.0
2024-12-30 14:43:20+00:00,2.82,0.0
2024-12-30 14:43:20+00:00,2.815,0.0
2024-12-30 14:43:20+00:00,2.82,0.0
2024-12-30 14:43:20+00:00,2.83,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.83,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.82,0.0
2024-12-30 14:43:20+00:00,2.805,0.0
2024-12-30 14:43:20+00:00,2.81,0.0
2024-12-30 14:43:20+00:00,2.815,0.0
2024-12-30 14:43:20+00:00,2.82,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.83,0.0
2024-12-30 14:43:20+00:00,2.835,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.82,0.0
2024-12-30 14:43:20+00:00,2.81,0.0
2024-12-30 14:43:20+00:00,2.805,0.0
2024-12-30 14:43:20+00:00,2.815,0.0
2024-12-30 14:43:20+00:00,2.805,0.0
2024-12-30 14:43:20+00:00,2.815,0.0
2024-12-30 14:43:20+00:00,2.82,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.83,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.83,0.0
2024-12-30 14:43:20+00:00,2.825,0.0
2024-12-30 14:43:20+00:00,2.815,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.795,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.81,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.795,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.81,0.0
2024-12-30 14:43:21+00:00,2.815,0.0
2024-12-30 14:43:21+00:00,2.81,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.795,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.795,0.0
2024-12-30 14:43:21+00:00,2.8,0.0
2024-12-30 14:43:21+00:00,2.805,0.0
2024-12-30 14:43:21+00:00,2.795,0.0
2024-12-30 14:43:21+00:00,2.79,0.0
2024-12-30 14:43:21+00:00,2.785,0.0
2024-12-30 14:43:22+00:00,2.79,0.0
2024-12-30 14:43:22+00:00,2.8,0.0
2024-12-30 14:43:22+00:00,2.805,0.0
2024-12-30 14:43:22+00:00,2.8,0.0
2024-12-30 14:43:22+00:00,2.795,0.0
